index,id,alias,name,image_url,is_closed,url,review_count,categories,rating,latitude,longitude,price,address1,city,zip-code,country,state,phone,display_phone,distance
0010,75_oz5GB_WbvrLq4pBhpHw,restaurante-a-princezinha-rio-branco,Restaurante A Princezinha,https://s3-media4.fl.yelpcdn.com/bphoto/OMNAg18nvdiXLi6F3r9e1w/o.jpg,False,https://www.yelp.com/biz/restaurante-a-princezinha-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Pizza, Brazilian",2.0,-9.97548395458124,-67.810697819539,$$,"Travessa da Catedral, 14",Rio Branco,69900-094,BR,AC,556832227100.0,+55 68 3222-7100,2530.4817540227978
0011,ab6PHyX_MDCCe9SNSVPSyg,mister-grill-maceió,Mister Grill,https://s3-media2.fl.yelpcdn.com/bphoto/q_HVP30Q-NEVvt-q7dM7rA/o.jpg,False,https://www.yelp.com/biz/mister-grill-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Steakhouses,4.0,-9.6167498,-35.7200317,$$,Av. Muniz Falcão 264,Maceió,57000-001,BR,AL,558233582096.0,+55 82 3358-2096,7987.764004417051
0012,WfDn3o_Z1s2Bu4v8y6-0og,lopana-maceió-2,Lopana,https://s3-media1.fl.yelpcdn.com/bphoto/IbuHDUIYeioPrPtGBErN-g/o.jpg,False,https://www.yelp.com/biz/lopana-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Bars, Brazilian",4.0,-9.663814,-35.70395,$$,"Av. Sílvio Carlos Vianna, 27",Maceió,57035-160,BR,AL,558232317484.0,+55 82 3231-7484,8004.496678749673
0013,5iQF47ZlSYgJ2fkaPGLinQ,akuaba-maceió-al,Akuaba,https://s3-media3.fl.yelpcdn.com/bphoto/Esj3aaGb45dSCxLNWQrf5g/o.jpg,False,https://www.yelp.com/biz/akuaba-macei%C3%B3-al?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Seafood, Northeastern Brazilian",4.5,-9.6452114,-35.7016016,,"R. Ferroviário Manoel Gonçalves Filho, 6",Maceió - AL,57037-040,BR,AL,558233256199.0,+55 82 3325-6199,5940.116686992728
0014,1WE4aRs2wsBujDmoAkkDSg,wanchako-maceió-2,Wanchako,https://s3-media1.fl.yelpcdn.com/bphoto/mLgWhIwPkMuTGwUCieCbRw/o.jpg,False,https://www.yelp.com/biz/wanchako-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,Peruvian,5.0,-9.65504909400796,-35.6993597746228,$$$$,"R. São Francisco de Assis, 93",Maceió,57045-690,BR,AL,558233776024.0,+55 82 3377-6024,6941.978721871524
0015,pxNkmhXM5QFR32gO2s4CNg,akuaba-maceió,Akuaba,https://s3-media3.fl.yelpcdn.com/bphoto/iWNa2TxNpE_STFJ60ny_uQ/o.jpg,False,https://www.yelp.com/biz/akuaba-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,French,4.5,-9.6450901,-35.7103004,$$$,"Av. Álvaro Calheiros, Mangabeiras 09",Maceió,57037-020,BR,AL,558233256199.0,+55 82 3325-6199,6242.701518962785
0016,hzU2SDFohFeu5OOOjFmaNg,restaurante-janga-maceió,Restaurante Janga,https://s3-media3.fl.yelpcdn.com/bphoto/EV8buNw_xkZaGN2y-KmlTw/o.jpg,False,https://www.yelp.com/biz/restaurante-janga-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Seafood,4.5,-9.661993,-35.697453,,"R. Gen. João Saleiro Pitão, 1296",Maceió,57035-190,BR,AL,558230283288.0,+55 82 3028-3288,7663.325363699779
0017,4vmUSVlJ3e9lTXTYWsqMkw,casa-de-mãinha-maceió,Casa de Mãinha,https://s3-media2.fl.yelpcdn.com/bphoto/u0qdWrNYWFJru52LmVDdhg/o.jpg,False,https://www.yelp.com/biz/casa-de-m%C3%A3inha-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Northeastern Brazilian, Buffets",5.0,-9.66356061451105,-35.7087226957083,,"R. Engenheiro Demócrito Sarmento Barroco, 80",Maceió,57035-003,BR,AL,5582988859170.0,+55 82 98885-9170,8119.556034974105
0018,hQRGk2WBwiykb1n-JSaeVg,imperador-dos-camarões-maceió,Imperador dos Camarões,https://s3-media1.fl.yelpcdn.com/bphoto/KRwE6rTGWWimhN30-q6z9Q/o.jpg,False,https://www.yelp.com/biz/imperador-dos-camar%C3%B5es-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,6,"Northeastern Brazilian, Seafood",4.5,-9.6685423,-35.7142078,$$$$,"Av. Dr. Antônio Gouveia, 607",Maceió,57030-170,BR,AL,558232314134.0,+55 82 3231-4134,8841.467394214982
0019,9dfMCuFjG_NEm_lcSIg04g,massarella-maceió,Massarella,https://s3-media3.fl.yelpcdn.com/bphoto/aXmoZLBX8MUaruXzGtRC0g/o.jpg,False,https://www.yelp.com/biz/massarella-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Brazilian, Pizza",4.5,-9.6505043,-35.70161,$$,"R. José Pontes Magalhães, 271",Maceió,57036-250,BR,AL,558233256000.0,+55 82 3325-6000,6473.197182399556
0020,d3zv5FerlyInEiGd6XCHnw,santo-orégano-maceió,Santo Orégano,https://s3-media1.fl.yelpcdn.com/bphoto/j5d1xmzmSECdILdPjXf0_g/o.jpg,False,https://www.yelp.com/biz/santo-or%C3%A9gano-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Pizza,4.5,-9.58009122666007,-35.6584697011345,,"Rodovia AL, 101",Maceió,,BR,AL,558234321222.0,+55 82 3432-1222,3423.811250914164
0021,SUiwMBaHU2b7zEoboohdtg,armazém-guimarães-maceió-2,Armazém Guimarães,https://s3-media3.fl.yelpcdn.com/bphoto/Ibfu8d51-FxBVedra6aG1A/o.jpg,False,https://www.yelp.com/biz/armaz%C3%A9m-guimar%C3%A3es-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,7,"Italian, Pizza",4.5,-9.650901,-35.701217,$$,"Av. Dr. Antônio Gomes Barros, 188",Maceió,57036-000,BR,AL,558233254545.0,+55 82 3325-4545,6538.992123727696
0022,XfhR2IX4-CzSYLZ_57CprA,hibiscus-maceió,Hibiscus,https://s3-media3.fl.yelpcdn.com/bphoto/tE6qEE-p-x7ssJ4h6LdE0A/o.jpg,False,https://www.yelp.com/biz/hibiscus-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Brazilian,5.0,-9.56468053565792,-35.6453086710175,$$$$,"AL 101 Norte, Residencial Angra de Ipioca",Maceió,,BR,AL,558232341438.0,+55 82 3234-1438,5553.993935055442
0023,fT2CvqGkVnlDM2jWWD2-hQ,divina-gula-maceió,Divina Gula,https://s3-media1.fl.yelpcdn.com/bphoto/O09QLG4L21iB6rm1gJC7NQ/o.jpg,False,https://www.yelp.com/biz/divina-gula-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,4.5,-9.64641696433671,-35.7050001493351,$$$,av Eng Paulo Brandão Nogueira 85,Maceió,57036-550,BR,AL,558233257055.0,+55 82 3325-7055,6181.86901297774
0024,mJfP8uiFv7Q37jg3n2ftpw,arrí-forneria-maceió,Arrí Forneria,https://s3-media4.fl.yelpcdn.com/bphoto/RfXrZhnyd40Enrtmh8GSdg/o.jpg,False,https://www.yelp.com/biz/arr%C3%AD-forneria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Tapas Bars,4.5,-9.6417614073698,-35.700622747013,,Rua Doutor Roland Simons 492-614,Maceió,57037-090,BR,AL,558233254305.0,+55 82 3325-4305,5541.803885281977
0025,k_RsMMYyCJ0xiDehMby2BQ,parmegianno-maceió,Parmegianno,https://s3-media4.fl.yelpcdn.com/bphoto/kWTj0RTpqCIfpcdNNC573w/o.jpg,False,https://www.yelp.com/biz/parmegianno-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,Restaurants,3.0,-9.6447382,-35.7003746,,R. José Luiz Calazans 44,Maceió,57035-850,BR,AL,558233259495.0,+55 82 3325-9495,5870.372855115556
0026,-xW6qBp2_rdrwEX1Sy_9MQ,massagueirinha-maceió-2,Massagueirinha,https://s3-media2.fl.yelpcdn.com/bphoto/6qPzjlfqPzGmNhFZ-b-Xrg/o.jpg,False,https://www.yelp.com/biz/massagueirinha-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,"Bars, Seafood",4.0,-9.65677586293796,-35.7087407624071,$$,"R. Deputado José Lages, 1105",Maceió,57035-330,BR,AL,558233271027.0,+55 82 3327-1027,7404.522300672327
0027,7oZRZRTobrskhvKZsOuprw,bodega-do-sertão-maceió,Bodega do Sertão,https://s3-media2.fl.yelpcdn.com/bphoto/XnWlErR8PTYVblyfWsj7_w/o.jpg,False,https://www.yelp.com/biz/bodega-do-sert%C3%A3o-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Brazilian,4.5,-9.65321759842571,-35.6995966398721,,"Av Júlio Marques Luz, 62",Maceió,57035-700,BR,AL,558233274446.0,+55 82 3327-4446,6748.335356411427
0028,Op7qMHVg2NCspjmpvM3KQw,le-premier-maceió,Le Premier,https://s3-media2.fl.yelpcdn.com/bphoto/yidGAJQAnuYrlAnj93H1SQ/o.jpg,False,https://www.yelp.com/biz/le-premier-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, International",5.0,-9.666354,-35.712538,,Best Western PREMIER,Maceió,57030-170,BR,AL,,,8547.41460688805
0029,LFMpjrj49Cs0VtCKHh1Ipw,kanoa-maceió,Kanoa,,False,https://www.yelp.com/biz/kanoa-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, Beach Bars",5.0,-9.6638435384008,-35.705786,,"Av. Senador Robert Kennedy, 226",Maceió,57035-160,BR,AL,558291910753.0,+55 8291910753,8058.535090517338
0030,XTucVE2cvlgmaJjCN4uwAw,new-hakata-maceió,New Hakata,,False,https://www.yelp.com/biz/new-hakata-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Chinese, Japanese",4.0,-9.6485052,-35.705616,$$,"Av. Engenheiro Paulo Brandão Nogueira, 95",Maceió,57036-550,BR,AL,558233256160.0,+55 82 3325-6160,6336.076970682851
0031,0zu4MQ6hfQKBDmylJ2IpjA,anamá-restaurante-maceió,Anamá Restaurante,https://s3-media2.fl.yelpcdn.com/bphoto/ekYXY_iq2dLyTtsEI3Gq4w/o.jpg,False,https://www.yelp.com/biz/anam%C3%A1-restaurante-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Buffets, Delis",3.0,-9.664085427878,-35.6986348782352,,"Avenida Silvio Carlos Vianna, 2501.",Maceió,57035-160,BR,AL,558233054405.0,+55 82 3305-4405,7914.1336352531425
0032,TsCGbZ3FedAY3G2fYujMAQ,restaurante-picuí-maceió,Restaurante Picuí,https://s3-media2.fl.yelpcdn.com/bphoto/tgyEoH-uH9Cs41PzKgHSDQ/o.jpg,False,https://www.yelp.com/biz/restaurante-picu%C3%AD-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, Steakhouses",4.0,-9.66980200352107,-35.7293633770158,,"Av. Paz, 1140",Maceió,57022-050,BR,AL,558232238080.0,+55 82 3223-8080,9662.799311082568
0033,bcqploTKaWOBzxVRWBKYQw,massarela-maceió,Massarela,https://s3-media2.fl.yelpcdn.com/bphoto/EGDEfCMuodhRVA4WLX7jqw/o.jpg,False,https://www.yelp.com/biz/massarela-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,4.0,-9.6510663,-35.7014958,$$$$,R. José Pontes de Magalhães 155,Maceió,57036-250,BR,AL,,,6564.45611066184
0034,-aSp7V4YDTmfbyOmO-SnMw,filé-do-zezé-maceió,Filé do Zezé,https://s3-media1.fl.yelpcdn.com/bphoto/qbXOKOeMavQ9POCgq17q9Q/o.jpg,False,https://www.yelp.com/biz/fil%C3%A9-do-zez%C3%A9-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Pizza, Northeastern Brazilian, Beer Bar",3.0,-9.649322,-35.702567,$$,"R. Industrial Climerio Sarmento, 15",Maceió,57036-590,BR,AL,558233134004.0,+55 82 3313-4004,6408.561250493321
0035,Yrpa5reTwyqsclf2gDDSDA,nirá-sushi-maceió,Nirá Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/Hx0K7Jux2HLzQxXSR3lnuA/o.jpg,False,https://www.yelp.com/biz/nir%C3%A1-sushi-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,5.0,-9.6662515,-35.7350983,$$$,Rua Olavo Macedo Ribeiro 320 Qu13,Maceió,,BR,AL,558233258157.0,+55 82 3325-8157,9653.485241098282
0036,w8qZysH7SzYn2mHUPoeScA,bar-brasil-maceió,Bar Brasil,,False,https://www.yelp.com/biz/bar-brasil-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Restaurants, Bars",3.0,-9.593499,-35.6705622,,"Rua da Praia, 72",Maceió,57038-750,BR,AL,,,1732.3065856142975
0037,YqWxRsUhFGeM0WxZXFS95A,milk-maceió,Milk,https://s3-media4.fl.yelpcdn.com/bphoto/RkLvW8DfCA3M2LlCzZvSwg/o.jpg,False,https://www.yelp.com/biz/milk-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, Pubs",2.0,-9.586044,-35.664426,,"R. São Pedro, 194",Maceió,57039-020,BR,AL,558299091125.0,+55 8299091125,2560.015771785996
0038,aXS_zVUyhsh_Q6QKBMBrPg,restaurante-dragão-maceió,Restaurante Dragão,,False,https://www.yelp.com/biz/restaurante-drag%C3%A3o-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,3.0,-9.6702194,-35.7158999,$$,Av. Dr Antonio Gouveia 21,Maceió,57030-175,BR,AL,558202312933.0,+55 8202312933,9078.29268597874
0039,s0dYAAay-9ERxTxA6T4EYw,ótimo-maceió,Ótimo,,False,https://www.yelp.com/biz/%C3%B3timo-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,5.0,-9.66651,-35.735,,,Maceió,,BR,AL,,,9653.485241098282
0040,NLKCoNuRqKwoqNziSRsuEw,grão-espresso-cafeteria-hiper-gbarbosa-maceió,Grão Espresso Cafeteria  Hiper Gbarbosa,https://s3-media3.fl.yelpcdn.com/bphoto/7-grDfE3KqFFWsVLgRxaYQ/o.jpg,False,https://www.yelp.com/biz/gr%C3%A3o-espresso-cafeteria-hiper-gbarbosa-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Coffee & Tea, Cafes, Fast Food",5.0,-9.6490748,-35.7072404,,Av. Emp. Carlos da Silva Nogueira  620,Maceió,57036-540,BR,AL,558288332111.0,+55 8288332111,6543.361733952233
0041,RZd-ClrErt-hN0w0qzJU6Q,restaurante-o-peixarão-maceió,Restaurante O Peixarão,https://s3-media3.fl.yelpcdn.com/bphoto/vAzDzHNBuSiwsmN5kY8JoQ/o.jpg,False,https://www.yelp.com/biz/restaurante-o-peixar%C3%A3o-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Brazilian,4.5,-9.65334626056131,-35.6994898258206,,"Av.Júlio M.Luz, 50",Maceió,57035-700,BR,AL,558233257011.0,+55 82 3325-7011,6759.803620906553
0042,H7mI4LajDtcXod5Asi6Uzw,marios-burgers-maceió,Marios Burgers,,False,https://www.yelp.com/biz/marios-burgers-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Sandwiches, Burgers",4.0,-9.62672454115253,-35.7334437909979,,"Av. Rotary, 889",Maceió,57052-480,BR,AL,5582988504570.0,+55 82 98850-4570,6319.28438013309
0043,ZwsEjVsiPVQIDXscDGwFtg,sabatelli-pizza-e-arte-maceió,Sabatelli Pizza & Arte,,False,https://www.yelp.com/biz/sabatelli-pizza-e-arte-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Pizza, Italian",4.0,-9.591866,-35.73742,,"R. José Alfredo Marques, 663",Maceió,57048-230,BR,AL,558233163116.0,+55 82 3316-3116,5603.485580276309
0044,VC1rjduodeGCkJ5AnMGRPg,forneto-pizzaria-maceió,Forneto Pizzaria,https://s3-media4.fl.yelpcdn.com/bphoto/cTn7tY7taU4aWLML74twTA/o.jpg,False,https://www.yelp.com/biz/forneto-pizzaria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,5.0,-9.636988,-35.737356,,"R. Coronel Lima Rocha, 841",Maceió,57052-244,BR,AL,558230271230.0,+55 82 3027-1230,7359.739298516372
0045,IHzkU2AYYJwZjSYhi1kEwQ,sueca-comedoria-maceió,Sueca Comedoria,,False,https://www.yelp.com/biz/sueca-comedoria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,4.0,-9.6658802,-35.7111588,,Av. Doutor Antônio Gouveia 1103,Maceió,57030-170,BR,AL,558233270359.0,+55 82 3327-0359,8668.037290643828
